,kyhmyjoutsen,laulujoutsen,sinisorsa,tukkasotka,alli,telkkä,tukkakoskelo,isokoskelo,merimetso,harmaahaikara,merikotka,varpushaukka,hiirihaukka,muuttohaukka,kalalokki,harmaalokki,merilokki,käpytikka,tilhi,mustarastas,räkättirastas,sinitiainen,talitiainen,viherpeippo,vihervarpunen,urpiainen,tavi,lapasotka,piekana,punarinta,harakka,varis,punatulkku,kanadanhanhi,kanahaukka,korppi,vesilintu,nokikana,naurulokki,haahka,pikkutikka,isokäpylintu,uivelo,kesykyyhky,hippiäinen,hömötiainen,puukiipijä,kuikkalaji,pilkkasiipi,töyhtötiainen,naakka,tikli,sarvipöllö,lehtopöllö,joutsenlaji,punasotka,peippo,töyhtöhyyppä,uuttukyyhky,kiuru,mustavaris,kottarainen,merihanhi,sepelkyyhky,pulmunen,keltasirkku,kulorastas,kaakkuri,silkkiuikku,västäräkki,hanhilaji,ristisorsa,kurki,tylli,sarvipöllölaji,niittykirvinen,laulurastas,punakylkirastas,lapinsirkku,pajusirkku,kapustarinta,lehtokurppa,rautiainen,järripeippo,haapana,mustalintu,tuulihaukka,peukaloinen,viiksitimali,isolepinkäinen,punajalkaviklo,metsähanhi,tundrahanhi,harmaahanhilaji,valkoposkihanhi,kyhmyhaahka,meriharakka,riskilä,kangaskiuru,pikkukäpylintu,selkälokki,luotokirvinen,hemppo,tunturikiuru,jouhisorsa,iso päiväpetolintu,kuovi,pikkuvarpunen,pikkukäpylintu / isokäpylintu,hiirihaukkalaji,iso rastas,nokkavarpunen,harmaasorsa,kuikka,sääksi,metsäviklo,taivaanvuohi,lapasorsa,ruskosuohaukka,suopöllö,mustaleppälintu,ampuhaukka,rastaslaji (Turdus),tiltaltti,kuusitiainen,sinisuohaukka,kivitasku,pieni jalohaukka,kuovilaji,merikihu,räyskä,pikkujoutsen,härkälintu,pikkukuovi,kyyhkylaji (Columba),metsäkirvinen,varpunen,teeri,mustakurkku-uikku,punakuiri,kalatiira,kalatiira / lapintiira,uunilintulaji,pieni kahlaaja,ruokki,ruokki / kiislalaji,iso kahlaaja,lapintiira,pikkulintu,valkoviklo,pohjansirkku,tukkakoskelo / isokoskelo,nuolihaukka,pikkutylli,silkkiuikku / härkälintu,rantasipi,sorsalaji,tukkasotka / lapasotka,pikkulokki,turkinkyyhky,käenpiika,haarapääsky,pajulintu,avosetti,liro,hernekerttu,mustapääkerttu,kirjosieppo,korppi / varis / mustavaris,heinätavi,karikukko,leppälintu,sepelrastas,pikkukajava,jänkäkurppa,pääsky,keltavästäräkki,satakieli,pensastasku,sirittäjä,peltosirkku,suosirri,mustaviklo,räystäspääsky,pikkusieppo,pensaskerttu,suokukko,lapinsirri,keskikokoinen kahlaaja,leveäpyrstökihu,käki,tervapääsky,törmäpääsky,harmaasieppo,sinirinta,ruokokerttunen,pikkulepinkäinen,allihaahka,rytikerttunen,punavarpunen,pensassirkkalintu,mehiläishaukka,sitruunavästäräkki,lehtokerttu,idänuunilintu,pussitiainen,kultarinta,keltahemppo,palokärki,luhtakerttunen,sepelhanhi,mehiläishaukka / hiirihaukkalaji,rastaskerttunen,jalohaikara,tundrakurmitsa,kahlaaja,vesipääsky,isosirri,amerikanjääkuikka / jääkuikka,jänkäsirriäinen,viitakerttunen,kirjokerttu,punajalkahaukka,kehrääjä,kirjosiipikäpylintu,pieni vesilintu,riuttatiira,kuovisirri,harmaapäätikka,iso vesilintu,mustapyrstökuiri,pikkusirri,kurmitsalaji,heinäkurppa,luhtakana,pähkinähakki,haarahaukka,arosuohaukka / niittysuohaukka,lapinkirvinen,närhi,sinisuohaukka / arosuohaukka / niittysuohaukka,arokotka,arosuohaukka,pulmussirri,tunturikihu,pohjansirkku / pikkusirkku / kultasirkku,kihulaji,valkoselkätikka,taigauunilintu,pieni rastas,pähkinänakkeli,pohjantikka,pyrstötiainen,helmipöllö,maakotka,hippiäisuunilintu,pieni päiväpetolintu,tilhi / kottarainen,turturikyyhky,varpuspöllö,keskikokoinen tikka,koskikara,taviokuurna,taigakirvinen,vuorihemppo,lyhytvarvaskiuru,tundraurpiainen,fasaani,amerikanjääkuikka,mustatiira,jääkuikka,nummikirvinen,mehiläissyöjä,keräkurmitsa,sepelsieppo,kuhankeittäjä,kiljukotka,kiljukotka / pikkukiljukotka,pikkutiira,viitasirkkalintu,nokivaris,pikkukultarinta,virtavästäräkki,kiljukotka / pikkukiljukotka / arokotka,etelänkiisla,viitakerttunen / luhtakerttunen / rytikerttunen,vuoriuunilintu,jalohaukkalaji,lyhytnokkahanhi,tiaislaji,iso jalohaukka,huuhkaja,isokirvinen,peippolaji,isovesipääsky,ruskouunilintu,harmaasirkku,pikku-uikku,isolokki,lokkilaji,metso,kattohaikara,ruisrääkkä,amerikantukkasotka,kyhmypilkkasiipi,liejukana,kaulushaikara,hiiripöllö,mustakaularastas,pikkusirkku,selkälokki / harmaalokki / isolokki / merilokki,merisirri,harjalintu,mustapäätasku,luhtahuitti,lumihanhi,punakaulahanhi,lampiviklo,rantakurvi,sirrilaji,tunturihaukka,haarapääsky X räystäspääsky,punakottarainen,viirupöllö,mustalintulaji,rusorintakerttu,isohaarahaukka,lapintiainen,kuningaskalastaja,västäräkkilaji,tyllilaji,viitatiainen,taigarautiainen,lapinpöllö,kashmirinuunilintu,aroharmaalokki,kirvislaji,ruostesorsa,mustahaikara,varpushaukkalaji,sinipyrstö,iso pikkulintu,kääpiökerttu,punapäänarsku,vesilintu / kahlaaja,tulipäähippiäinen,varislaji,niittysuohaukka,palsasirri,keskikokoinen pikkulintu
2011-01-14,,,,,,,,,,,,,,,,0,,0,5,,,0,0,0,,0,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-01-15,0,,,,,0,,0,,,0,,,,0,,0,,,,,0,0,0,0,0,,,,,,0,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-01-16,,,,,,,,,,,,,,,,,,,0,,,0,0,0,,,,,,,,0,,,,0,,,,,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-01-17,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-01-18,,,,,,,,,,,0,,,,,,,0,,,,0,0,,,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-01-19,,,0,,,,,0,,,0,,,0,0,0,0,,,,,0,0,0,,,,,,,,0,,,,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-01-20,,,0,,,0,,0,,,0,0,,,0,0,0,,,,,0,0,0,0,0,,,,,,0,,,,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-01-21,0,,,,0,0,,0,,,0,,,0,0,,0,,,,0,0,0,0,0,0,,,,,,0,,,,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-01-22,,,,,,,,,,,,,,,,,0,,,,,0,0,0,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-01-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-01-24,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-01-25,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-01-26,0,,,,,,,0,0,,0,,,,,,,0,,,,0,0,0,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-01-27,0,,,,0,0,,0,,,0,,,,0,,0,,,,,0,0,0,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-01-28,0,,,,,0,,0,,,0,,,,0,0,0,,,,,0,0,0,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-01-29,0,,,,,0,,0,,,0,,,,0,0,0,,,,,0,0,0,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-01-30,0,,0,,,0,,0,,,0,,,,0,0,0,,,,,0,0,0,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-01-31,0,,,0,0,0,,0,,,0,,,,0,0,0,,1,,,0,0,0,,0,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-02-01,,,0,,,,,2,0,,0,,,,,0,0,,,,0,0,0,34,10,,,,,,,,,,,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-02-02,,,,,,0,,0,,,0,,,,0,0,0,,,,,0,0,0,0,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-02-03,2,,,,,,,,,,,,,,,0,0,,,,0,0,0,0,0,,,,,,,0,0,,,26,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-02-04,0,5,5,,0,0,2,11,,,0,0,,,2,2,0,0,,7,8,2,0,0,0,0,,,,0,,0,0,,,0,,,7,112,0,,1,,0,0,0,,,,,,0,,,,20,22,,21,,168,0,2,3,1,4,,,,,,,,,1,0,1,,1,,0,,,0,,,0,,,,,,,,,,,,,,,0,,,,1,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-02-05,0,,0,0,0,0,3,0,56,0,0,,,,0,0,0,0,,0,0,0,0,0,7,1,0,,,0,,0,,,,0,,,0,114,0,,,,0,,,5,2,,,0,,,,,46,,1,2,,4,0,55,,16,3,3,,4,,3,,0,,1,0,0,1,1,,,1,,,40,1,0,,,0,,,,0,,9,,,,,,3,,,,,,,,,,,20,1,,,,,,,,,,,,,,,4,,,,4,,10,,,,,0,0,,,,,,5,,0,,,3,,,,,,14,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-02-06,0,,3,0,,44,0,3,0,0,0,1,,,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,0,,,,0,,,4,120,0,,,,,,0,10,,,,,,,,,0,,,0,,0,0,,,,,3,,0,112,0,1,0,,0,,,,0,,0,,,,,,,,,0,,,,0,,0,,,,0,,,,,1,,,,,,,,1,,,,0,,,,,,,0,,0,,,2,,,,,,0,,,,,0,0,,,,,,0,,,,,,,,0,,,,,0,0,0,,,0,0,0,,,,,,,,,,0,,,,,,3,,0,,,,,,0,0,0,,,0,,0,0,,,,0,,,0,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-02-07,0,,0,6,,3,3,0,23,4,0,,,,1,0,0,,,0,0,0,0,0,101,0,,,,,,0,,,,0,5,,83,0,0,,,22,,,0,1,2,0,,,,,,,282,5,2,,,210,0,49,,0,,,5,0,,,,,,0,0,,,,,,,,0,,,,,,0,,,,0,,0,,,9,,,1,,,,,2,,,,0,,2,,2,,,,,,,,,,,0,,,,0,,,,,4,0,,,,0,0,,,2,,,0,,33,,,0,,,0,,,,,,0,0,,40,0,0,,,,,,,,,,,0,,0,,,0,0,,0,6,,,,,0,,0,,,0,,,1,,1,,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-02-08,0,,0,,,,0,0,931,16,0,13,,,9,0,0,2,,0,27,0,0,0,46,,0,,,0,,0,,,,0,,,21,0,,,,7,,,0,3,,,,,,,,,23,1,,,,0,0,1,,,,1,,0,,,,0,,0,2,,,0,1,0,,,0,,0,,,,,,,,0,,13,,,99,0,,,,,,5,2,,,,,,,,3,0,1,,,,,,,,,,,,3,0,,,,,4,,,,,10,0,,,,,,,,8,,,0,,,0,,,,,0,0,0,,16,0,,0,,,,,,,,,,0,0,0,,0,2,0,,0,0,0,,,1,0,,0,,,0,,0,5,,,,,,,0,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-02-09,0,,0,0,,0,0,0,24,0,0,59,1,,0,0,0,,,,,0,0,6,288,,0,,,0,,0,,,0,0,,,0,0,,,,,,,,,,0,,,,,,,12,,,,,,,,,,,4,,15,,,4,12,,3,,,,,,,,1,0,,0,,,,,,,,,,0,,,4,1,,,,,,,,,,,,,,,,1,0,,,,,,,,1,,,,,,,,,,2,,,,2,0,,,,,,,,,0,,,,,,,,,,,,15,0,,,0,,0,,,,0,,,,,2,,0,,,1,,0,,,,,,,4,,,0,,,0,,,,,2,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-02-10,0,9,15,52,2547,145,19,10,219,0,1,68,2,2,14,4,0,1,,0,,364,83,532,4236,1,1,,,0,1,53,5,,,11,133,,9,2074,5,4,1,,0,15,,21,16,,2075,15,0,,,,660,,10,2,,28,,1781,,7,98,15,2,18,42,,27,,,31,1,7,,3,,,10,86,114,,1,0,,3,,,,,20,,,1,1,,,,27,,7,,,38,,,,,,4,,,,1,1,,,2,,0,200,2,,,,,,,,,,3,,,,,,,,,,,,,763,,,,,,,,,,,,,26,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-02-11,0,,0,,0,0,0,0,,0,0,2,,,29,0,0,,539,0,2,0,0,0,40,19,,,,0,,,7,,0,,,,,0,,,0,,,,,,1,,,,,,,,3,,,1,,5,,3,,0,,0,,,,,,,,1,,,,,,,,,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
